epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,20.522249221801758
0,,99,23.76157569885254
0,,149,23.825414657592773
0,,199,23.486557006835938
0,,249,20.811683654785156
0,,299,24.68854522705078
0,,349,20.178380966186523
0,,399,27.47245216369629
0,,449,19.784894943237305
0,,499,19.95677375793457
0,,549,18.152013778686523
0,,599,23.010889053344727
0,,649,22.193490982055664
0,,699,24.160600662231445
0,,749,18.432065963745117
0,,799,19.831165313720703
0,,849,24.2522029876709
0,,899,16.693275451660156
0,,949,21.727895736694336
0,,999,22.248794555664062
0,,1049,20.509172439575195
0,,1099,21.54778480529785
0,,1149,18.46308135986328
0,,1199,24.273406982421875
0,,1249,20.050085067749023
0,,1299,19.067792892456055
0,,1349,22.447982788085938
0,,1399,19.380535125732422
0,,1449,21.730398178100586
0,,1499,18.74950408935547
0,,1549,18.6578311920166
0,,1599,18.40460205078125
0,,1649,22.403528213500977
0,,1699,21.73399543762207
0,,1749,21.261531829833984
0,,1799,19.17225456237793
0,,1849,22.358396530151367
0,,1899,17.6813907623291
0,,1949,23.866798400878906
0,,1999,22.56648826599121
0,,2049,19.42890739440918
0,,2099,22.19585609436035
0,,2149,23.52657127380371
0,,2199,17.320070266723633
0,,2249,19.98567008972168
0,,2299,15.162154197692871
0,,2349,17.739988327026367
0,,2399,16.718069076538086
0,,2449,22.079524993896484
0,,2499,18.683443069458008
0,,2549,18.937612533569336
0,,2599,19.793298721313477
0,,2649,18.468608856201172
0,,2699,24.836946487426758
0,,2749,17.97084617614746
0,,2799,17.986799240112305
0,,2849,22.89533805847168
0,,2899,21.007850646972656
0,,2949,19.61323356628418
0,,2999,18.911436080932617
0,,3049,19.357479095458984
0,,3099,22.2789249420166
0,,3149,22.656505584716797
0,,3199,18.483232498168945
0,,3249,17.709959030151367
0,,3299,21.73436164855957
0,,3349,19.713167190551758
0,,3399,21.08863067626953
0,,3449,18.270523071289062
0,,3499,18.134031295776367
0,,3549,21.374160766601562
0,,3599,24.790464401245117
0,,3649,21.94228172302246
0,,3699,15.4945707321167
0,,3749,22.690610885620117
0,,3799,20.585113525390625
0,,3849,22.203584671020508
0,,3899,20.581880569458008
0,,3949,20.131914138793945
0,,3999,21.915634155273438
0,,4049,18.889612197875977
0,,4099,20.06541633605957
0,,4149,16.994844436645508
0,,4199,18.447099685668945
0,,4249,19.28281593322754
0,,4299,20.25493049621582
0,,4349,18.718904495239258
0,,4399,17.1937198638916
0,,4449,18.758039474487305
0,,4499,21.447649002075195
0,,4549,20.73482894897461
0,,4599,17.15704917907715
0,,4649,19.096635818481445
0,,4699,15.749146461486816
0,,4749,21.102724075317383
0,,4799,18.017606735229492
