epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,30.66944122314453
0,,99,27.82818603515625
0,,149,24.144376754760742
0,,199,24.72977638244629
0,,249,32.28999710083008
0,,299,23.34703826904297
0,,349,18.90416145324707
0,,399,24.351455688476562
0,,449,21.170618057250977
0,,499,25.112783432006836
0,,549,19.95398712158203
0,,599,20.63658332824707
0,,649,18.574312210083008
0,,699,24.988195419311523
0,,749,22.89159393310547
0,,799,21.278087615966797
0,,849,29.022706985473633
0,,899,19.985280990600586
0,,949,21.312725067138672
0,,999,19.557859420776367
0,,1049,22.397798538208008
0,,1099,27.848844528198242
0,,1149,23.810867309570312
0,,1199,21.409622192382812
0,,1249,24.287797927856445
0,,1299,23.15471649169922
0,,1349,20.847213745117188
0,,1399,23.177379608154297
0,,1449,19.455305099487305
0,,1499,34.52446365356445
0,,1549,19.79766845703125
0,,1599,21.60236167907715
0,,1649,21.203271865844727
0,,1699,25.627716064453125
0,,1749,19.59864616394043
0,,1799,20.23900032043457
0,,1849,27.85310935974121
0,,1899,25.68788719177246
0,,1949,19.556596755981445
0,,1999,21.270666122436523
0,,2049,19.477956771850586
0,,2099,23.27190399169922
0,,2149,20.269437789916992
0,,2199,24.388322830200195
0,,2249,20.52889060974121
0,,2299,23.66359519958496
0,,2349,22.265432357788086
0,,2399,19.233671188354492
0,,2449,21.5104923248291
0,,2499,24.105337142944336
0,,2549,21.393295288085938
0,,2599,21.806509017944336
0,,2649,23.22966957092285
0,,2699,20.107452392578125
0,,2749,19.503328323364258
0,,2799,23.561607360839844
0,,2849,19.49245834350586
0,,2899,23.30315399169922
0,,2949,21.626588821411133
0,,2999,21.23771858215332
0,,3049,19.7254581451416
0,,3099,28.411657333374023
0,,3149,21.75376319885254
0,,3199,22.194908142089844
0,,3249,22.841278076171875
0,,3299,24.778778076171875
0,,3349,26.800127029418945
0,,3399,22.176321029663086
0,,3449,18.701791763305664
0,,3499,18.327167510986328
0,,3549,26.3607234954834
0,,3599,20.526010513305664
0,,3649,20.5616512298584
0,,3699,22.56487464904785
0,,3749,17.81114959716797
0,,3799,21.10828971862793
0,,3849,19.404769897460938
0,,3899,25.023178100585938
0,,3949,24.58782386779785
0,,3999,18.83710289001465
0,,4049,22.768112182617188
0,,4099,23.172080993652344
0,,4149,20.113252639770508
0,,4199,22.511831283569336
0,,4249,23.07684898376465
0,,4299,21.2077579498291
0,,4349,18.915069580078125
0,,4399,19.235620498657227
0,,4449,20.51762580871582
0,,4499,21.852136611938477
0,,4549,19.125417709350586
0,,4599,22.755197525024414
