epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,28.25455665588379
0,,99,23.211904525756836
0,,149,16.66983985900879
0,,199,20.32037353515625
0,,249,22.997304916381836
0,,299,21.94880485534668
0,,349,21.316118240356445
0,,399,25.2716064453125
0,,449,20.15740966796875
0,,499,22.142730712890625
0,,549,19.261316299438477
0,,599,21.433088302612305
0,,649,16.94089698791504
0,,699,21.124717712402344
0,,749,18.72282600402832
0,,799,23.74873924255371
0,,849,22.079055786132812
0,,899,22.263080596923828
0,,949,17.82489585876465
0,,999,20.487722396850586
0,,1049,21.846153259277344
0,,1099,19.32060432434082
0,,1149,19.07563591003418
0,,1199,22.459735870361328
0,,1249,19.20433235168457
0,,1299,18.203187942504883
0,,1349,21.560195922851562
0,,1399,21.544504165649414
0,,1449,20.61202049255371
0,,1499,21.980838775634766
0,,1549,18.220233917236328
0,,1599,24.008460998535156
0,,1649,24.127656936645508
0,,1699,23.762008666992188
0,,1749,24.240175247192383
0,,1799,17.945859909057617
0,,1849,24.900663375854492
0,,1899,25.0765380859375
0,,1949,19.6643009185791
0,,1999,20.89268684387207
0,,2049,20.808738708496094
0,,2099,21.38968849182129
0,,2149,21.000844955444336
0,,2199,20.29387855529785
0,,2249,19.108842849731445
0,,2299,15.939489364624023
0,,2349,27.273591995239258
0,,2399,22.011171340942383
0,,2449,24.521461486816406
0,,2499,20.913570404052734
0,,2549,20.38651466369629
0,,2599,14.707988739013672
0,,2649,20.16665267944336
0,,2699,18.907684326171875
0,,2749,23.352413177490234
0,,2799,20.722455978393555
0,,2849,18.706680297851562
0,,2899,21.4056453704834
0,,2949,22.375646591186523
0,,2999,20.91707992553711
0,,3049,22.28191566467285
0,,3099,21.5542049407959
0,,3149,23.18170166015625
0,,3199,25.626710891723633
0,,3249,20.516136169433594
0,,3299,17.731552124023438
0,,3349,19.885995864868164
0,,3399,22.79593849182129
0,,3449,17.623682022094727
0,,3499,21.6120548248291
0,,3549,16.804931640625
0,,3599,20.783573150634766
0,,3649,19.785429000854492
0,,3699,22.669382095336914
0,,3749,19.794815063476562
0,,3799,22.03922462463379
0,,3849,25.795101165771484
0,,3899,22.0825138092041
0,,3949,24.784297943115234
0,,3999,18.651323318481445
0,,4049,18.499502182006836
0,,4099,19.951383590698242
0,,4149,16.496431350708008
