epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,25.81321144104004
0,,99,25.327102661132812
0,,149,20.932538986206055
0,,199,22.25788116455078
0,,249,23.325345993041992
0,,299,23.374441146850586
0,,349,20.433391571044922
0,,399,20.510786056518555
0,,449,18.380699157714844
0,,499,17.8887996673584
0,,549,26.67018699645996
0,,599,17.85443115234375
0,,649,18.486482620239258
0,,699,18.498207092285156
0,,749,21.370527267456055
0,,799,23.075714111328125
0,,849,22.9178409576416
0,,899,20.113027572631836
0,,949,22.350597381591797
0,,999,18.909337997436523
0,,1049,18.5808162689209
0,,1099,16.819067001342773
0,,1149,25.411298751831055
0,,1199,21.05951499938965
0,,1249,23.099512100219727
0,,1299,22.7746524810791
0,,1349,22.33205223083496
0,,1399,18.87907600402832
0,,1449,20.931238174438477
0,,1499,18.779897689819336
0,,1549,18.651538848876953
0,,1599,22.261987686157227
0,,1649,19.46767807006836
0,,1699,19.549671173095703
0,,1749,19.3541316986084
0,,1799,21.81624984741211
0,,1849,18.787752151489258
0,,1899,26.984418869018555
0,,1949,19.42268943786621
0,,1999,19.637157440185547
0,,2049,18.41487693786621
0,,2099,22.74445915222168
0,,2149,19.587230682373047
0,,2199,21.057180404663086
0,,2249,23.543970108032227
0,,2299,16.61358070373535
0,,2349,21.42420196533203
0,,2399,20.943931579589844
0,,2449,18.399301528930664
0,,2499,23.160741806030273
0,,2549,19.199981689453125
0,,2599,20.01487922668457
0,,2649,21.882856369018555
0,,2699,24.62123680114746
0,,2749,22.82080078125
0,,2799,20.67377471923828
0,,2849,20.083227157592773
0,,2899,23.35710906982422
0,,2949,18.91501808166504
0,,2999,20.605884552001953
0,,3049,22.3892822265625
0,,3099,19.1494140625
0,,3149,17.985736846923828
0,,3199,19.494312286376953
0,,3249,20.025894165039062
0,,3299,16.037334442138672
0,,3349,20.26877784729004
0,,3399,19.296737670898438
0,,3449,20.6420955657959
0,,3499,17.95596694946289
0,,3549,18.165773391723633
0,,3599,21.021102905273438
0,,3649,24.668399810791016
0,,3699,21.689697265625
0,,3749,21.946868896484375
0,,3799,21.595985412597656
0,,3849,20.85787010192871
0,,3899,18.349199295043945
0,,3949,21.395111083984375
0,,3999,20.992591857910156
0,,4049,21.95109748840332
0,,4099,20.712709426879883
0,,4149,19.848392486572266
0,,4199,19.6766414642334
0,,4249,21.262571334838867
0,,4299,22.02689552307129
0,,4349,20.858922958374023
0,,4399,17.061826705932617
0,,4449,23.52841567993164
0,,4499,24.557485580444336
0,,4549,17.6782169342041
0,,4599,19.97532844543457
0,,4649,20.461807250976562
0,,4699,17.043949127197266
0,,4749,16.4884090423584
0,,4799,22.008230209350586
0,,4849,20.65730094909668
0,,4899,20.126070022583008
0,,4949,22.5207576751709
0,,4999,21.5988712310791
0,,5049,21.99305534362793
