epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,33.28592300415039
0,,99,23.531530380249023
0,,149,18.731544494628906
0,,199,20.81287384033203
0,,249,24.767166137695312
0,,299,21.617982864379883
0,,349,28.294458389282227
0,,399,18.324539184570312
0,,449,20.602048873901367
0,,499,19.446449279785156
0,,549,25.979501724243164
0,,599,22.896265029907227
0,,649,18.194316864013672
0,,699,30.26946449279785
0,,749,24.738872528076172
0,,799,22.922897338867188
0,,849,25.40059471130371
0,,899,23.473365783691406
0,,949,18.82851791381836
0,,999,22.624967575073242
0,,1049,31.386571884155273
0,,1099,21.934690475463867
0,,1149,26.3689022064209
0,,1199,21.403337478637695
0,,1249,17.689393997192383
0,,1299,17.495410919189453
0,,1349,19.023086547851562
0,,1399,24.381223678588867
0,,1449,21.95722007751465
0,,1499,19.35614776611328
0,,1549,19.229196548461914
0,,1599,23.18359375
0,,1649,19.597572326660156
0,,1699,21.75053596496582
0,,1749,18.829368591308594
0,,1799,20.705684661865234
0,,1849,22.39455223083496
0,,1899,19.72125816345215
0,,1949,22.945938110351562
0,,1999,17.433467864990234
0,,2049,21.542692184448242
0,,2099,18.06631088256836
0,,2149,20.07689666748047
0,,2199,22.659093856811523
0,,2249,22.97410774230957
0,,2299,19.72489356994629
0,,2349,18.410146713256836
0,,2399,20.061962127685547
0,,2449,23.91703224182129
0,,2499,18.78635597229004
0,,2549,21.65612030029297
0,,2599,22.407251358032227
0,,2649,23.064437866210938
0,,2699,20.906028747558594
0,,2749,21.324705123901367
0,,2799,23.27501678466797
0,,2849,22.372201919555664
0,,2899,21.029821395874023
0,,2949,20.013505935668945
0,,2999,22.358835220336914
0,,3049,17.399002075195312
0,,3099,18.918907165527344
0,,3149,22.123517990112305
0,,3199,21.188800811767578
0,,3249,23.190446853637695
0,,3299,22.201156616210938
0,,3349,25.257349014282227
0,,3399,22.464447021484375
0,,3449,23.611122131347656
0,,3499,20.469804763793945
0,,3549,29.235769271850586
0,,3599,22.694005966186523
0,,3649,20.3366756439209
0,,3699,21.06783103942871
0,,3749,23.193359375
0,,3799,24.624725341796875
0,,3849,21.159860610961914
