epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,49,,20.72518539428711,,,,,
0,,99,,24.508224487304688,,,,,
0,,149,,21.154890060424805,,,,,
0,,199,,20.77971839904785,,,,,
0,,249,,23.242782592773438,,,,,
0,,299,,25.257299423217773,,,,,
0,,349,,20.21539306640625,,,,,
0,,399,,20.385221481323242,,,,,
0,,449,,21.241804122924805,,,,,
0,,499,,22.971778869628906,,,,,
0,,549,,21.820192337036133,,,,,
0,,599,,21.8053035736084,,,,,
0,,649,,20.31566619873047,,,,,
0,,699,,20.365854263305664,,,,,
0,,749,,19.812376022338867,,,,,
0,,799,,16.2437801361084,,,,,
0,,849,,21.61284065246582,,,,,
0,,899,,22.180862426757812,,,,,
0,,949,,24.702497482299805,,,,,
0,,999,,22.634796142578125,,,,,
0,,1049,,20.321836471557617,,,,,
0,,1099,,18.893796920776367,,,,,
0,,1149,,17.041582107543945,,,,,
0,,1199,,23.92696189880371,,,,,
0,,1249,,21.58565330505371,,,,,
0,,1299,,20.239213943481445,,,,,
0,,1349,,22.439599990844727,,,,,
0,,1399,,20.01955795288086,,,,,
0,,1449,,19.15146255493164,,,,,
0,,1499,,20.69534683227539,,,,,
0,,1549,,22.26915168762207,,,,,
0,,1599,,16.61115074157715,,,,,
0,,1649,,20.15469741821289,,,,,
0,,1699,,18.71157455444336,,,,,
0,,1749,,21.8184871673584,,,,,
0,,1799,,18.70270538330078,,,,,
0,,1849,,20.59845733642578,,,,,
0,,1899,,23.59272575378418,,,,,
0,,1949,,18.43727684020996,,,,,
0,,1999,,18.358070373535156,,,,,
0,,2049,,21.197256088256836,,,,,
0,,2099,,20.6500244140625,,,,,
0,,2149,,23.73319435119629,,,,,
0,,2199,,19.35214614868164,,,,,
0,,2249,,16.918176651000977,,,,,
0,,2299,,20.198841094970703,,,,,
0,,2349,,17.362173080444336,,,,,
0,,2399,,23.77985954284668,,,,,
0,,2449,,21.643896102905273,,,,,
0,,2499,,19.238269805908203,,,,,
0,,2549,,20.740489959716797,,,,,
0,,2599,,21.057743072509766,,,,,
0,,2649,,17.42323112487793,,,,,
0,,2699,,26.676179885864258,,,,,
0,,2749,,17.337217330932617,,,,,
0,,2799,,19.90743064880371,,,,,
0,,2849,,20.256113052368164,,,,,
0,,2899,,21.36078453063965,,,,,
0,,2949,,20.45624351501465,,,,,
0,,2999,,18.954259872436523,,,,,
0,,3049,,18.10357666015625,,,,,
0,,3099,,22.246545791625977,,,,,
0,,3149,,17.45009422302246,,,,,
0,,3199,,21.092599868774414,,,,,
0,,3249,,18.453201293945312,,,,,
0,,3299,,19.805309295654297,,,,,
0,,3349,,21.511056900024414,,,,,
0,,3399,,24.3174991607666,,,,,
0,,3449,,20.606420516967773,,,,,
0,,3499,,21.374893188476562,,,,,
0,,3549,,21.426082611083984,,,,,
0,,3599,,17.983707427978516,,,,,
0,,3649,,20.85262107849121,,,,,
0,,3699,,19.347442626953125,,,,,
0,,3749,,18.158720016479492,,,,,
0,,3799,,18.562231063842773,,,,,
0,,3849,,20.8759765625,,,,,
0,,3899,,17.467559814453125,,,,,
0,,3949,,17.21430015563965,,,,,
0,,3999,,17.930994033813477,,,,,
0,,4049,,18.33125114440918,,,,,
0,,4099,,20.30518913269043,,,,,
0,,4149,,18.55991554260254,,,,,
0,,4199,,19.392723083496094,,,,,
0,,4249,,16.4019832611084,,,,,
0,,4299,,24.558212280273438,,,,,
0,,4349,,22.742027282714844,,,,,
0,,4399,,19.30116081237793,,,,,
0,,4449,,20.65547752380371,,,,,
0,,4499,,21.608888626098633,,,,,
0,,4549,,21.39788055419922,,,,,
0,,4599,,26.44671058654785,,,,,
0,,4649,,21.953893661499023,,,,,
0,,4699,,20.873106002807617,,,,,
0,,4749,,19.460886001586914,,,,,
0,,4799,,21.73639678955078,,,,,
0,,4849,,20.234464645385742,,,,,
0,,4899,,21.11713218688965,,,,,
0,,4949,,19.73219108581543,,,,,
0,,4999,,18.3698673248291,,,,,
0,,5049,,23.06722068786621,,,,,
0,,5049,,,36.74570083618164,16639799.0,46.18988800048828,0.4127105176448822,19.9001407623291
0,,5049,20.479719161987305,,,,,,
,0.03,5050,,,,,,,
1,,5099,,15.312129020690918,,,,,
1,,5149,,16.860937118530273,,,,,
1,,5199,,21.46443748474121,,,,,
1,,5249,,25.651405334472656,,,,,
1,,5299,,20.338499069213867,,,,,
1,,5349,,21.4920597076416,,,,,
1,,5399,,18.013063430786133,,,,,
1,,5449,,19.934276580810547,,,,,
1,,5499,,20.152769088745117,,,,,
1,,5549,,18.587491989135742,,,,,
1,,5599,,18.61240005493164,,,,,
1,,5649,,21.43216896057129,,,,,
1,,5699,,18.18559455871582,,,,,
1,,5749,,21.7164306640625,,,,,
1,,5799,,19.91282081604004,,,,,
1,,5849,,21.079204559326172,,,,,
1,,5899,,20.25072479248047,,,,,
1,,5949,,21.42097282409668,,,,,
1,,5999,,19.293508529663086,,,,,
1,,6049,,20.533733367919922,,,,,
1,,6099,,20.296125411987305,,,,,
1,,6149,,20.182872772216797,,,,,
1,,6199,,18.813602447509766,,,,,
1,,6249,,18.954483032226562,,,,,
1,,6299,,19.6235408782959,,,,,
1,,6349,,19.126657485961914,,,,,
1,,6399,,19.294471740722656,,,,,
1,,6449,,18.967329025268555,,,,,
1,,6499,,21.229097366333008,,,,,
1,,6549,,23.05132484436035,,,,,
1,,6599,,19.92845916748047,,,,,
1,,6649,,16.0062198638916,,,,,
1,,6699,,19.440750122070312,,,,,
1,,6749,,17.69239616394043,,,,,
1,,6799,,17.458940505981445,,,,,
1,,6849,,16.37757682800293,,,,,
1,,6899,,18.103134155273438,,,,,
1,,6949,,18.116107940673828,,,,,
1,,6999,,21.772436141967773,,,,,
1,,7049,,15.676531791687012,,,,,
1,,7099,,24.746803283691406,,,,,
1,,7149,,20.25327491760254,,,,,
1,,7199,,18.22675323486328,,,,,
1,,7249,,18.206396102905273,,,,,
1,,7299,,23.477880477905273,,,,,
1,,7349,,20.34290313720703,,,,,
1,,7399,,20.796796798706055,,,,,
1,,7449,,17.509695053100586,,,,,
1,,7499,,21.863920211791992,,,,,
1,,7549,,16.755281448364258,,,,,
1,,7599,,22.307153701782227,,,,,
1,,7649,,18.862154006958008,,,,,
1,,7699,,18.852418899536133,,,,,
1,,7749,,19.128652572631836,,,,,
1,,7799,,22.333900451660156,,,,,
1,,7849,,18.786376953125,,,,,
1,,7899,,19.739171981811523,,,,,
1,,7949,,17.567419052124023,,,,,
1,,7999,,16.924436569213867,,,,,
1,,8049,,20.631425857543945,,,,,
1,,8099,,19.35531234741211,,,,,
1,,8149,,21.885526657104492,,,,,
1,,8199,,19.760129928588867,,,,,
1,,8249,,19.619510650634766,,,,,
1,,8299,,18.45845603942871,,,,,
1,,8349,,18.180757522583008,,,,,
1,,8399,,18.86844825744629,,,,,
1,,8449,,22.148590087890625,,,,,
1,,8499,,16.987699508666992,,,,,
1,,8549,,17.21895408630371,,,,,
1,,8599,,22.150421142578125,,,,,
1,,8649,,19.943296432495117,,,,,
1,,8699,,23.436965942382812,,,,,
1,,8749,,17.03315544128418,,,,,
1,,8799,,18.551593780517578,,,,,
1,,8849,,19.38972282409668,,,,,
1,,8899,,18.37580108642578,,,,,
1,,8949,,17.405677795410156,,,,,
1,,8999,,19.772592544555664,,,,,
1,,9049,,23.800363540649414,,,,,
