epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,49,,22.65299415588379,,,,,
0,,99,,22.571889877319336,,,,,
0,,149,,27.095239639282227,,,,,
0,,199,,20.70023536682129,,,,,
0,,249,,20.77490234375,,,,,
0,,299,,24.747360229492188,,,,,
0,,349,,21.70217514038086,,,,,
0,,399,,18.93282127380371,,,,,
0,,449,,19.712316513061523,,,,,
0,,499,,21.762781143188477,,,,,
0,,549,,24.54603385925293,,,,,
0,,599,,21.749605178833008,,,,,
0,,649,,21.648733139038086,,,,,
0,,699,,20.45498275756836,,,,,
0,,749,,23.24662208557129,,,,,
0,,799,,16.885753631591797,,,,,
0,,849,,18.881772994995117,,,,,
0,,899,,23.05010986328125,,,,,
0,,949,,22.476892471313477,,,,,
0,,999,,20.187707901000977,,,,,
0,,1049,,20.58513069152832,,,,,
0,,1091,,,35.83421325683594,19671434.0,45.68812942504883,0.3964250385761261,19.65981674194336
0,,1091,21.912076950073242,,,,,,
,0.03,1092,,,,,,,
1,,1099,,20.198373794555664,,,,,
1,,1149,,19.113807678222656,,,,,
1,,1199,,21.975753784179688,,,,,
1,,1249,,17.91728973388672,,,,,
1,,1299,,21.61189842224121,,,,,
1,,1349,,22.006200790405273,,,,,
1,,1399,,21.30095863342285,,,,,
1,,1449,,25.096389770507812,,,,,
1,,1499,,22.405576705932617,,,,,
1,,1549,,25.38608169555664,,,,,
1,,1599,,22.335453033447266,,,,,
1,,1649,,24.51154899597168,,,,,
1,,1699,,21.005056381225586,,,,,
1,,1749,,19.230905532836914,,,,,
1,,1799,,20.972003936767578,,,,,
1,,1849,,19.623184204101562,,,,,
1,,1899,,22.557159423828125,,,,,
1,,1949,,22.9086971282959,,,,,
1,,1999,,18.967370986938477,,,,,
1,,2049,,21.798812866210938,,,,,
1,,2099,,19.442686080932617,,,,,
1,,2149,,17.66887855529785,,,,,
1,,2183,,,35.74848937988281,17389860.0,45.85602951049805,0.39663976430892944,19.58405303955078
1,,2183,20.402196884155273,,,,,,
,0.03,2184,,,,,,,
2,,2199,,17.717266082763672,,,,,
2,,2249,,21.858003616333008,,,,,
2,,2299,,19.986635208129883,,,,,
2,,2349,,19.69746208190918,,,,,
2,,2399,,19.268455505371094,,,,,
2,,2449,,27.4523868560791,,,,,
2,,2499,,18.473234176635742,,,,,
2,,2549,,22.584280014038086,,,,,
2,,2599,,20.89666748046875,,,,,
2,,2649,,20.95020294189453,,,,,
2,,2699,,18.688684463500977,,,,,
2,,2749,,17.621463775634766,,,,,
2,,2799,,17.554405212402344,,,,,
2,,2849,,19.068883895874023,,,,,
2,,2899,,18.31175422668457,,,,,
2,,2949,,19.452096939086914,,,,,
2,,2999,,20.608640670776367,,,,,
2,,3049,,20.586313247680664,,,,,
2,,3099,,18.30573844909668,,,,,
2,,3149,,15.945414543151855,,,,,
2,,3199,,22.3918514251709,,,,,
2,,3249,,19.481550216674805,,,,,
2,,3275,,,36.39824676513672,17695486.0,46.452919006347656,0.4062005579471588,19.719215393066406
2,,3275,20.33867645263672,,,,,,
,0.03,3276,,,,,,,
3,,3299,,20.557273864746094,,,,,
3,,3349,,22.0424747467041,,,,,
